4,7,10,17,24,46,49,65,66,76
1,4,7,17,24,30,46,65,66,76
1,3,4,7,15,17,24,44,46,76
3,4,7,17,24,31,46,48,63,66
4,7,17,24,32,35,46,63,66,76
4,7,24,32,46,48,49,63,65,76
4,7,17,24,44,46,48,63,65,76
1,3,7,17,24,30,46,48,60,76
3,4,7,17,24,30,31,46,48,63
1,4,7,17,30,46,48,49,63,76
