68,120,131,133,183,205,209,211,235,237,246,268,275,289,321,323,327,344,346,356,397,403,412,434,445,465,471,511,512,514,520,551,570,576,594,600,601,606,610,621,624,627,631,653,654,658,688,707,715,745
37,43,66,127,151,158,174,175,188,213,273,319,321,325,328,371,378,382,386,407,411,425,434,439,455,457,466,472,491,512,514,521,522,575,598,599,602,604,629,631,635,651,658,665,681,708,710,715,741,746
45,63,100,126,148,183,232,235,246,247,271,292,293,296,318,323,328,349,372,376,381,397,401,412,430,438,439,442,460,461,485,488,519,520,524,574,579,603,625,626,630,634,652,659,660,681,686,715,744,746
40,42,70,75,119,126,148,186,208,212,213,215,217,238,256,298,321,323,347,355,369,372,387,403,410,439,459,465,484,497,518,519,539,549,553,595,597,600,602,629,631,633,655,682,684,713,734,740,742,747
42,47,66,124,149,157,209,220,243,266,272,291,295,301,315,353,370,377,379,381,387,406,407,409,414,438,457,459,460,467,492,509,513,540,568,571,581,598,600,602,604,610,612,626,657,658,664,689,713,736
43,75,154,181,213,232,245,258,260,296,298,349,375,381,383,406,407,410,412,417,427,432,452,454,456,457,469,486,494,518,548,553,565,568,574,577,623,638,657,663,665,667,678,682,711,714,717,719,737,744
71,94,157,177,180,185,189,236,244,267,273,289,290,318,326,341,344,353,376,384,405,406,435,442,443,453,467,514,518,527,541,544,546,549,569,602,609,624,627,636,649,655,657,658,679,708,717,719,737,769
38,47,70,93,117,126,127,161,176,178,183,188,212,239,242,266,294,315,320,321,329,331,344,354,373,414,426,433,437,453,455,460,466,468,471,490,496,511,528,535,537,569,602,632,661,681,717,720,740,746
66,67,93,96,120,130,190,211,212,237,238,260,293,294,298,316,318,333,369,383,387,399,429,431,434,437,441,460,483,484,489,516,529,538,541,547,550,576,579,606,629,651,655,711,714,720,741,743,746,769
39,95,130,183,192,213,216,246,247,264,300,302,315,324,344,345,355,387,403,404,410,425,433,434,466,469,482,496,501,530,542,543,547,565,574,597,605,621,626,628,636,656,659,679,691,694,706,738,740,744
43,75,154,181,213,232,245,258,260,296,298,349,375,381,383,406,407,410,412,417,427,432,452,454,456,457,469,486,494,518,548,553,565,568,574,577,623,638,657,663,665,667,678,682,711,714,717,719,737,744
71,94,157,177,180,185,189,236,244,267,273,289,290,318,326,341,344,353,376,384,405,406,435,442,443,453,467,514,518,527,541,544,546,549,569,602,609,624,627,636,649,655,657,658,679,708,717,719,737,769
38,47,70,93,117,126,127,161,176,178,183,188,212,239,242,266,294,315,320,321,329,331,344,354,373,414,426,433,437,453,455,460,466,468,471,490,496,511,528,535,537,569,602,632,661,681,717,720,740,746
