72,90,145,172,226,263,286,288,322,382,423,482,518,1003,1112,1648,1673,1840,2124,2152,2268,3281,3292,3335,3600,3644,3844,4207,4633,5075,7574,7603,7637,7951,8391,9104,9127,9732,9853,9932,10461,10462,10605,10637,11232,12062,12114,12541,12913,13244,13983,14179,15500,15508,15585,15969,18197,18581,18871,18880,18970,19237,19925,19961
13,17,31,92,102,104,162,263,292,305,332,339,347,407,509,583,598,806,1077,1591,1742,1872,2423,2630,3644,4216,5995,7045,7605,7966,7971,8051,8157,8562,9174,9232,9447,9885,10403,10464,10575,11072,11551,11813,12420,12470,12677,13138,13812,15117,15279,15520,15658,15691,15694,15901,17124,17412,18861,19052,19057,19105,19158,19825
382,410,422,437,519,558,625,664,1064,1086,1115,1315,1376,1423,1453,1586,1797,2124,2196,2281,2904,3356,3474,3658,4040,5247,6479,7594,7637,7839,7971,8018,8391,8820,9127,9270,9366,9375,9410,9828,9853,10370,10384,10704,11163,11179,11350,11944,12079,12271,12555,12564,13232,15657,15716,16104,16558,17193,17293,17693,18022,18411,18475,18863
71,144,228,286,356,437,512,558,633,664,1262,1366,1843,1929,2024,2191,2261,2830,2978,3093,4699,5317,5489,5995,7200,7583,7993,8125,8263,8434,8464,9189,9278,9440,10004,10178,10370,10384,10401,10424,10427,10726,10969,10986,11012,11024,11433,11604,11608,12019,12163,12214,12338,12617,13089,15215,15691,15880,16276,18388,18744,18876,19244,19893
20,35,44,250,256,277,437,460,470,476,525,892,1077,1394,1528,1548,1557,1663,1728,1753,1891,1956,2062,2533,2591,2734,2945,3365,3458,3894,4138,4556,5596,5864,6199,6251,7478,7546,7680,7832,7868,7932,7977,8244,8938,9586,10182,10369,10415,10798,10969,11011,11814,12131,13272,14312,14345,14475,15729,15792,15940,16786,19821,19824
72,90,145,172,226,263,286,288,322,382,423,482,518,1003,1112,1648,1673,1840,2124,2152,2268,3281,3292,3335,3600,3644,3844,4207,4633,5075,7574,7603,7637,7951,8391,9104,9127,9732,9853,9932,10461,10462,10605,10637,11232,12062,12114,12541,12913,13244,13983,14179,15500,15508,15585,15969,18197,18581,18871,18880,18970,19237,19925,19961
13,17,31,92,102,104,162,263,292,305,332,339,347,407,509,583,598,806,1077,1591,1742,1872,2423,2630,3644,4216,5995,7045,7605,7966,7971,8051,8157,8562,9174,9232,9447,9885,10403,10464,10575,11072,11551,11813,12420,12470,12677,13138,13812,15117,15279,15520,15658,15691,15694,15901,17124,17412,18861,19052,19057,19105,19158,19825
382,410,422,437,519,558,625,664,1064,1086,1115,1315,1376,1423,1453,1586,1797,2124,2196,2281,2904,3356,3474,3658,4040,5247,6479,7594,7637,7839,7971,8018,8391,8820,9127,9270,9366,9375,9410,9828,9853,10370,10384,10704,11163,11179,11350,11944,12079,12271,12555,12564,13232,15657,15716,16104,16558,17193,17293,17693,18022,18411,18475,18863
71,144,228,286,356,437,512,558,633,664,1262,1366,1843,1929,2024,2191,2261,2830,2978,3093,4699,5317,5489,5995,7200,7583,7993,8125,8263,8434,8464,9189,9278,9440,10004,10178,10370,10384,10401,10424,10427,10726,10969,10986,11012,11024,11433,11604,11608,12019,12163,12214,12338,12617,13089,15215,15691,15880,16276,18388,18744,18876,19244,19893
20,35,44,250,256,277,437,460,470,476,525,892,1077,1394,1528,1548,1557,1663,1728,1753,1891,1956,2062,2533,2591,2734,2945,3365,3458,3894,4138,4556,5596,5864,6199,6251,7478,7546,7680,7832,7868,7932,7977,8244,8938,9586,10182,10369,10415,10798,10969,11011,11814,12131,13272,14312,14345,14475,15729,15792,15940,16786,19821,19824
22,39,44,116,229,240,426,457,719,794,855,1083,1112,1295,1336,1366,1704,1741,2281,3419,3804,4243,4671,4768,5201,7605,7637,7680,7930,7954,8002,8160,8391,9209,9499,10165,10368,10441,10794,11138,11237,11433,11670,11761,11802,11911,12720,13302,13983,14043,14312,14475,15579,15637,15647,15828,15944,16182,16774,17707,18876,18950,19244,19721
13,17,42,48,172,174,344,387,491,512,543,803,834,843,2272,2312,3591,3644,4009,4723,4870,6154,6251,6869,7498,7510,7511,7606,7971,8023,8793,8920,8994,9091,9638,10095,10370,10408,10903,11359,11733,12163,12501,12680,13202,13651,14217,15113,15231,15612,15632,15751,15879,15961,16276,16545,16575,16632,17112,17293,19260,19811,19834,19890
