0.012,0.008
0.006,0.004
0.007,0.008
0.007,0.005
0.003,0.007
0.005,0.006
0.002,0.004
0.068,0.051
0.09,0.086
0.019,0.027
0.042,0.047
0.031,0.067
0.02,0.027
0.051,0.024
