0.946,0.967
0.99,0.995
0.92,0.908
0.869,0.926
0.916,0.908
0.819,0.805
0.96,0.959
0.68,0.73
0.724,0.752
0.97,0.95
0.751,0.873
0.719,0.862
0.656,0.693
0.762,0.808
