28,72,172,263,322,330,382,423,482,550,982,1468,2124,2423,2431,2441,3281,3600,3644,3844,4633,5075,5637,5854,7574,7637,7650,7727,8391,8461,9104,9127,9638,9815,9853,9932,10196,10397,10461,10499,10605,10924,11046,11433,11497,12019,12114,12541,12641,13983,14179,15092,15500,15506,15508,15585,15969,17383,18581,18871,19064,19918,19925,19961
13,17,31,36,92,102,104,162,256,263,292,299,305,322,332,347,407,583,598,806,1077,1498,1742,2423,2505,3644,4138,4216,5995,7045,7524,7605,7966,7971,8793,9174,9447,9638,9939,10395,10397,10403,10464,10605,11347,11551,11813,11911,11992,12470,12677,13138,14312,14479,15279,15520,15658,15901,18861,19057,19105,19158,19228,19244
22,277,356,382,437,519,558,664,755,758,1064,1115,1376,1423,1498,1586,1797,2124,2824,3215,3333,3658,3935,4040,5247,5637,6479,7583,7594,7637,7928,7971,7982,8391,8820,8870,9127,9163,9270,9291,9375,9853,10370,10384,11114,11163,11813,12088,12271,12394,12555,12564,12873,13232,13983,14479,15520,15657,15716,16558,17293,18411,18870,19228
71,131,144,180,228,286,437,473,512,543,558,664,982,1262,1366,1843,2024,2261,2423,2510,2824,2830,2978,3093,3333,5317,5995,7200,7583,7637,7650,8167,8263,8434,9440,9606,9815,9879,10004,10181,10367,10370,10382,10424,10726,10969,11024,11433,12019,12214,12338,12617,12641,13405,13983,15215,15880,16276,16298,18388,18876,19158,19244,19893
20,35,44,48,72,95,205,250,256,277,330,437,476,525,596,892,1041,1077,1184,1394,1548,1557,1753,1956,2431,3333,3365,3458,3893,4138,4556,5596,5852,6251,7589,7594,7680,7832,7932,8167,8244,8461,8938,9586,9639,10354,10367,10369,10798,10969,11347,12240,12541,12565,12641,13272,14312,14345,14475,14479,15513,17383,19821,19824
28,72,172,263,322,330,382,423,482,550,982,1468,2124,2423,2431,2441,3281,3600,3644,3844,4633,5075,5637,5854,7574,7637,7650,7727,8391,8461,9104,9127,9638,9815,9853,9932,10196,10397,10461,10499,10605,10924,11046,11433,11497,12019,12114,12541,12641,13983,14179,15092,15500,15506,15508,15585,15969,17383,18581,18871,19064,19918,19925,19961
13,17,31,36,92,102,104,162,256,263,292,299,305,322,332,347,407,583,598,806,1077,1498,1742,2423,2505,3644,4138,4216,5995,7045,7524,7605,7966,7971,8793,9174,9447,9638,9939,10395,10397,10403,10464,10605,11347,11551,11813,11911,11992,12470,12677,13138,14312,14479,15279,15520,15658,15901,18861,19057,19105,19158,19228,19244
22,277,356,382,437,519,558,664,755,758,1064,1115,1376,1423,1498,1586,1797,2124,2824,3215,3333,3658,3935,4040,5247,5637,6479,7583,7594,7637,7928,7971,7982,8391,8820,8870,9127,9163,9270,9291,9375,9853,10370,10384,11114,11163,11813,12088,12271,12394,12555,12564,12873,13232,13983,14479,15520,15657,15716,16558,17293,18411,18870,19228
71,131,144,180,228,286,437,473,512,543,558,664,982,1262,1366,1843,2024,2261,2423,2510,2824,2830,2978,3093,3333,5317,5995,7200,7583,7637,7650,8167,8263,8434,9440,9606,9815,9879,10004,10181,10367,10370,10382,10424,10726,10969,11024,11433,12019,12214,12338,12617,12641,13405,13983,15215,15880,16276,16298,18388,18876,19158,19244,19893
20,35,44,48,72,95,205,250,256,277,330,437,476,525,596,892,1041,1077,1184,1394,1548,1557,1753,1956,2431,3333,3365,3458,3893,4138,4556,5596,5852,6251,7589,7594,7680,7832,7932,8167,8244,8461,8938,9586,9639,10354,10367,10369,10798,10969,11347,12240,12541,12565,12641,13272,14312,14345,14475,14479,15513,17383,19821,19824
