1.0,0.9416479640910548,1.0,0.8861814684193652,0.015176827651887765
1.0,0.9445335043283104,1.0,0.8938762423853799,0.014262890731643302
1.0,0.9352356524527092,1.0,0.8640589932670728,0.0147442621161491
1.0,0.9345944212888746,1.0,0.8752805386341777,0.014955454635466773
1.0,0.9381211926899647,1.0,0.8925937800577108,0.014610136746267046
1.0,0.9416479640910548,1.0,0.8842577749278615,0.01446221470444759
1.0,0.9445335043283104,1.0,0.8816928502725232,0.014449851068455111
1.0,0.9352356524527092,1.0,0.8714331516511703,0.01492739954475411
1.0,0.9345944212888746,1.0,0.8797691567810195,0.0149873171656434
1.0,0.9381211926899647,1.0,0.8756011542160949,0.01516245665463093
1.0,0.9416479640910548,1.0,0.8842577749278615,0.01446221470444759
1.0,0.9445335043283104,1.0,0.8816928502725232,0.014449851068455111
1.0,0.9352356524527092,1.0,0.8714331516511703,0.01492739954475411
1.0,0.9345944212888746,1.0,0.8797691567810195,0.0149873171656434
1.0,0.9381211926899647,1.0,0.8756011542160949,0.01516245665463093
1.0,0.9416479640910548,1.0,0.8858608528374479,0.014260847620372004
1.0,0.9445335043283104,1.0,0.8874639307470343,0.01526864993374257
1.0,0.9352356524527092,1.0,0.8800897723629368,0.015300086992756525
1.0,0.9345944212888746,1.0,0.8627765309394037,0.014673625492554616
1.0,0.9381211926899647,1.0,0.8865020840012825,0.01401390221847012
1.0,0.9416479640910548,1.0,0.8861814684193652,0.015176827651887765
1.0,0.9445335043283104,1.0,0.8938762423853799,0.014262890731643302
1.0,0.9352356524527092,1.0,0.8640589932670728,0.0147442621161491
1.0,0.9345944212888746,1.0,0.8752805386341777,0.014955454635466773
1.0,0.9381211926899647,1.0,0.8925937800577108,0.014610136746267046
